,ipa,nosyl
16735,tʰuˊk̚.tɛp̚,2
16736,tʰuˊk̚.t͡sĩŋ,2
16737,tʰũˊŋ.ɖ͡ʐ̊ɛ,2
16738,tʰũˊŋ.d͡z̥ɛ̃n̚,2
16739,tʰũˊŋ.ɖ̥o,2
16740,tʰũˊŋ.nø,2
16741,tʰũˊŋ.həm,2
16742,tʰũˊŋ.b̥ə,2
16743,tʰuˊr.wə,2
16744,tʰyˊl.d̥yl,2
16745,tʰyˊ.ɖ͡ʐ̊ɛ̃n̚,2
16746,tʰyˊ.mi,2
16747,tʰyˊ.d͡z̥ãŋ,2
16748,tʰyˊ.d͡z̥əp̚,2
16749,tʰɛˊn̚.d̥ək̚,2
16750,tʰɛˊŋ.g̊õŋ,2
16751,tʰɛˊn̚.d̥ɔk̚,2
16752,tʰɛˊp̚.ʈøl,2
16753,tʰɛˊm.nɛ̃n̚,2
16754,tʰɔˊm.b̥ə,2
16755,tʰɔˊm.d̥ɔm,2
16756,tʰɔˊm.ɟ̊ək̚,2
16757,tʰɔˊm.ɟ̊e,2
16758,tʰɔˊr.ɖ̥um,2
16759,tʰɔˊr.lək̚,2
16760,tʰɔˊr.ɖ͡ʐ̊ɛ,2
16761,tʰɔˊr.ɖ̥ø,2
16762,tʰɔˊr.d̥ũŋ,2
16763,tʰɔˊr.ɖ̥u,2
16764,tʰɔˊr.lũŋ,2
16765,tʰɔˊr.d̥ø,2
16766,tʰøˊl.b̥ə,2
16767,daˋ.tõŋ,2
16768,daˋ.pək̚,2
16769,daˋ.ʈ͡ʂil,2
16770,daˋ.ʈ͡ʂe.u,3
16771,daˋ.t͡sãŋ,2
16772,daˋɣ.ɕɛl,2
16773,daˋk̚.tək̚,2
16774,daˋk̚.ʈ͡ʂər,2
16775,daˋk̚.t͡səp̚,2
16776,daˋk̚.t͡sɛ,2
16777,dɛˋn̚.b̥u,2
16778,dɛˋn̚.ɕĩŋ,2
16779,dəˋp̚.ʈə,2
16780,dəˋp̚.cə,2
16781,dəˋp.tɛ̃n̚,2
16782,dəˋp̚.le,2
16783,dəˋp̚.cø,2
16784,dəˋp̚.cɔp̚,2
16785,dəˋp.tõŋ,2
16786,dəˋp.sĩn̚,2
16787,daˋm.g̊u,2
16788,daˋm.ɖ̥ø,2
16789,daˋm.ɕũŋ,2
16790,daˋm.ɕõŋ,2
16791,daˋm.ɖ͡ʐ̊u,2
16792,daˋm.b̥ɛ,2
16793,daˋm.b̥ək̚,2
16794,daˋm.ɖ͡ʐ̊e.u,3
16795,daˋm.ɲək̚,2
16796,daˋm.d̥ək̚,2
16797,daˋm.ɖ͡ʐ̊ər,2
16798,daˋm.rɛ,2
16799,daˋm.ɟ̊uk̚,2
16800,daˋm.d͡z̥ə,2
16801,daˋm.d͡z̥əp̚,2
16802,daˋm.sẽŋ,2
16803,daˋm.sɔk̚,2
16804,daˋm.ɟ̊ɛ,2
16805,daˋm.ɖ̥uk̚,2
16806,daˋ.g̊ə,2
16807,daˋ.g̊ə.mə,3
16808,daˋr.nɛ,2
16809,daˋr.b̥u,2
16810,daˋr.ɟ̊ɔm,2
16811,daˋr.d̥ər,2
16812,daˋr.jɔm,2
16813,daˋr.d͡z̥ə,2
16814,daˋr.ɕə,2
16815,dɛˋl,1
16816,dɛˋ.ɟ̊im,2
16817,dɛˋ.b̥o,2
16818,dɛˋ.d̥ə,2
16819,dɛˋ.ŋo,2
16820,dɛˋ.ɖ͡ʐ̊uk̚,2
16821,dɛˋ.d͡z̥ik̚,2
16822,dɛˋ.ɕək̚,2
16823,dɛˋ.lo,2
16824,dɛˋ.lɔk̚,2
16825,diˋ.g̊o,2
16826,diˋ.g̊o.nə,3
16827,diˋ.g̊ə,2
16828,diˋ.ɲi,2
16829,diˋ.d̥y,2
16830,diˋ.b̥ə,2
16831,diˋ.ɕĩn̚,2
16832,diˋ.d͡z̥ũŋ,2
16833,diˋ.mur,2
16834,diˋ.d͡z̥uk̚,2
16835,diˋ.rãŋ,2
16836,diˋ.rik̚,2
16837,diˋ.ru,2
16838,diˋ.g̊əp̚,2
16839,diˋ.nãŋ,2
16840,dĩˋŋ.wə,2
16841,duˋ.g̊ãŋ,2
16842,duˋ.nɛ,2
16843,duˋ.d͡z̥ɔk̚,2
16844,duˋ.g̊ø,2
16845,duˋ.ɖ̥ø,2
16846,duˋ.d͡z̥ɔm,2
16847,duˋ.lõŋ,2
16848,duˋ.sə,2
16849,duˋ.g̊o,2
16850,duˋ.ɖ͡ʐ̊i,2
16851,duˋɣ.nɛ,2
16852,duˋg̊.rɛ,2
16853,duˋg̊.rɔk̚,2
16854,duˋɣ.luk̚,2
16855,duˋk̚.sə,2
16856,duˋk̚.tãŋ,2
16857,duˋk̚.tɛk̚,2
16858,dyˋ.d͡z̥yl,2
16859,dyˋm.b̥ə,2
16860,dyˋn̚.lɛ,2
16861,duˋm.ɖ̥ə,2
16862,duˋm.d̥ỹn̚,2
16863,duˋm.ɖ̥ik̚,2
16864,duˋm.sə,2
16865,duˋr.b̥ø̃n̚,2
16866,duˋr.ɖ̥ø,2
16867,duˋr.d̥ur,2
16868,duˋr.ɟ̊uk̚,2
16869,duˋr.ɕi,2
16870,duˋr.ɖ̥up̚,2
16871,dyˋl.ɖ̥im,2
16872,dyˋl.d͡z̥ĩn̚,2
16873,dyˋl.g̊ɛl,2
16874,dyˋl.d̥ɔm,2
16875,dyˋl.ɖ͡ʐ̊õŋ,2
16876,dyˋ.nɛ,2
16877,dyˋ.ɖ̥ɛ,2
16878,dyˋ.sãŋ,2
16879,dyˋ.d̥o,2
16880,dyˋ.d͡z̥ɔk̚,2
16881,dyˋ.g̊ø,2
16882,dyˋ.rim,2
16883,dyˋ.sə,2
16884,dyˋ.d̥e,2
16885,dyˋ.ɖ͡ʐ̊ɔr,2
16886,dyˋ.ɲo,2
16887,dyˋ.lɛp̚,2
16888,deˋ.g̊u,2
16889,deˋ.b̥e,2
16890,dɛˋː.g̊ɛl,2
16891,dɛˋk.ɕɔr,2
16892,dɛˋ.ʈ͡ʂɛ,2
16893,dɛˋ.t͡sø̃n̚,2
16894,dɛˋ.t͡sɛ,2
16895,dɛˋ.ɟ̊ɔk̚,2
16896,dɛˋ.ɟ̊ə,2
16897,dɛˋk.ɕĩŋ,2
16898,dɛˋk̚.sãŋ,2
16899,dɛˋ.ɖ͡ʐ̊ɛ,2
16900,dɛˋ.g̊yl,2
16901,dɛˋ.ɖ͡ʐ̊ãŋ,2
16902,dɛˋp̚.ʈ͡ʂə,2
16903,dɛˋp.tək̚,2
16904,dɛˋp.ɕĩŋ,2
16905,dɛˋp.t͡suk̚,2
16906,dɛˋp̚.ly,2
16907,dɛˋp̚.cõŋ,2
16908,dɛˋm.g̊ə,2
16909,dɛˋm.ɖ̥uk̚,2
16910,doˋ.d̥ə,2
16911,doˋ.sũŋ,2
16912,doˋ.jø,2
16913,doˋ.le,2
16914,dɔˋ.ɟ̊i,2
16915,dɔˋɣ.ɕi,2
16916,dɔˋ.tək̚,2
16917,dɔˋ.ʈ͡ʂãŋ,2
16918,dɔˋɣ.mik̚,2
16919,dɔˋ.t͡sik̚,2
16920,dɔˋk̚.səm,2
16921,dɔˋ.pyl,2
16922,dɔˋ.jik̚,2
16923,dɔˋɣ.lũŋ,2
16924,dɔˋɣ.ɕə,2
16925,dɔˋɣ.ɕĩŋ,2
16926,dõˋŋ.wə,2
16927,døˋ.g̊əm,2
16928,døˋ.ɟ̊ɛr,2
16929,døˋ.suk̚,2
16930,døˋ.søl,2
16931,døˋ.ɖ͡ʐ̊ə,2
16932,døˋ.ɲø̃n̚,2
16933,døˋ.g̊u,2
16934,døˋ.wãŋ,2
16935,døˋ.d̥ø̃n̚,2
16936,døˋ.ɖ͡ʐ̊ɔk̚,2
16937,døˋ.ɖ̥ø,2
16938,døˋ.lo,2
16939,døˋ.mø,2
16940,døˋ.d͡z̥yl,2
16941,døˋ.ɖ̥o,2
16942,døˋ.ɖ͡ʐ̊o,2
16943,døˋ.d̥ỹn̚,2
16944,døˋ.jø̃n̚,2
16945,døˋ.ɟ̊ɛl,2
16946,døˋ.ŋəm,2
16947,døˋ.d̥ɛ̃n̚,2
16948,døˋ.lɛ̃n̚,2
16949,døˋ.luk̚,2
16950,døˋ.lɔk̚,2
16951,døˋ.lə,2
16952,døˋ.sɛm,2
16953,døˋ.nəm,2
16954,døˋ.mø̃n̚,2
16955,døˋ.sɛ,2
16956,døˋ.həm,2
16957,døˋn̚.lɔk̚,2
16958,døˋn̚.ɖ͡ʐ̊ɔk̚,2
16959,døˋn̚.mək̚,2
16960,døˋn̚.ɕuk̚,2
16961,døˋn̚.ɖ͡ʐ̊uk̚,2
16962,døˋn̚.d͡z̥y,2
16963,døˋm.b̥ɛl,2
16964,dɔˋp.so,2
16965,dɔˋm.g̊ãŋ,2
16966,dɔˋm.d̥uk̚,2
16967,dɔˋm.ɖ͡ʐ̊ɛl,2
16968,dɔˋm.ɖ̥i,2
16969,dɔˋm.b̥u,2
16970,dɔˋr.wə,2
16971,dɔˋr.ɖ͡ʐ̊ə,2
16972,dɔˋr.ɖ͡ʐ̊ɛ,2
16973,dɔˋr.lɛ̃n̚,2
16974,døˋl.b̥o,2
16975,døˋl.wo,2
16976,døˋl.ɕĩŋ,2
16977,døˋl.sə,2
16978,ɖaˋ.sõŋ,2
16979,ɖaˋ.sɔp̚,2
16980,ɖaˋ.b̥e,2
16981,ɖaˋ.b̥ər,2
16982,ɖaˋ.b̥o,2
16983,ɖaˋ.wə,2
16984,ɖaˋ.sø,2
16985,ɖaˋ.ɕy,2
16986,ɖaˋ.mə,2
16987,ɖaˋ.ɲəm,2
16988,ɖaˋ.d͡z̥ũŋ,2
16989,ɖaˋ.ɖ̥ə,2
16990,ɖaˋ.b̥ək̚,2
16991,ɖaˋ.ri,2
16992,ɖaˋ.g̊u,2
16993,ɖɛˋl.ɖ͡ʐ̊ɛ,2
16994,ɖiˋ.ɖ͡ʐ̊ø,2
16995,ɖiˋ.wə,2
16996,ɖiˋ.d͡z̥ik̚,2
16997,ɖiˋ.ɕip̚,2
16998,ɖiˋ.d̥ək̚,2
16999,ɖiˋ.d̥ɔk̚,2
17000,ɖiˋ.d͡z̥ɛ,2
17001,ɖiˋ.mɛ,2
17002,ɖiˋ.b̥ə,2
17003,ɖiˋ.g̊ɔm,2
17004,ɖiˋ.ɖ͡ʐ̊ə,2
17005,ɖiˋ.d̥ɔp̚,2
17006,ɖuˋ,1
17007,ɖuˋ.ɕãŋ,2
17008,ɖuˋ.ɖ͡ʐ̊ɛ,2
17009,ɖuˋp.ʈ͡ʂɛ,2
17010,ɖuˋm,1
17011,ɖeˋ,1
17012,ɖeˋ.d̥ø̃n̚,2
17013,ɖeˋ.g̊ər,2
17014,ɖeˋ.mək̚,2
17015,ɖeˋ.me,2
17016,ɖeˋ.mo,2
17017,ɖeˋ.d͡z̥ɔk̚,2
17018,ɖeˋ.ɕuk̚,2
17019,ɖeˋ.ɖ͡ʐ̊ik̚,2
17020,ɖeˋ.d̥yl,2
17021,ɖeˋ.b̥ək̚,2
17022,ɖeˋ.ɖ̥ɛ,2
17023,ɖeˋ.d̥o,2
17024,ɖeˋ.lək̚,2
17025,ɖeˋ.ɕik̚,2
17026,ɖeˋ.g̊ɛ,2
17027,ɖeˋ.sĩn̚,2
17028,ɖɛˋk̚,1
17029,ɖɛˋ.ʈi,2
17030,ɖɛˋk̚.pə,2
17031,ɖɛˋn̚.ɖ͡ʐ̊ɛ,2
17032,ɖɛˋn̚.d̥ək̚,2
17033,ɖɛˋn̚.d̥ãŋ,2
17034,ɖɛˋn̚.mək̚,2
17035,ɖɛˋn̚.mə,2
17036,ɖɛˋ.nɛ,2
17037,ɖɛˋ.nø̃n̚,2
17038,ɖɛˋ.ləm,2
17039,ɖɛˋ.nø,2
17040,ɖɛˋ.mə,2
17041,ɖɛˋ.d͡z̥əm,2
17042,ɖɛˋ.d͡z̥ɛl,2
17043,ɖɛˋ.ɟ̊ɛr,2
17044,ɖɛˋ.ɲɔk̚,2
17045,ɖɔˋː.g̊o,2
17046,ɖɔˋɣ.lõŋ,2
17047,ɖɔˋ.pur,2
17048,ɖɔˋ.ɟ̊uk̚,2
17049,ɖõˋŋ.b̥o,2
17050,ɖɔˋp̚,1
17051,pʰaˊ.t͡sək̚,2
17052,pʰaˊɣ.mə,2
17053,pʰaˊ.ʈ͡ʂɔk̚,2
17054,pʰaˊg̊.rik̚,2
17055,pʰaˊ.ɟ̊ɛl,2
17056,pʰaˊɣ.ləm,2
17057,pʰaˊɣ.luk̚,2
17058,pʰaˊː.g̊ɛ,2
17059,pʰãˊŋ.d̥ɛ̃n̚,2
17060,pʰãˊŋ.d̥ãŋ,2
17061,pʰãˊŋ.wə,2
17062,pʰãˊŋ.b̥u,2
17063,pʰãˊŋ.g̊o,2
17064,pʰãˊŋ.d̥ə,2
17065,pʰãˊŋ.d̥ũŋ,2
17066,pʰãˊŋ.g̊ɛl,2
17067,pʰãˊŋ.ɖ̥im,2
17068,pʰɛˊn.d̥uk̚,2
17069,pʰɛˊm.b̥o,2
17070,pʰɛˊŋ.g̊o,2
17071,pʰɛˊn̚.sɛl,2
17072,pʰɛˊn̚.jyl,2
17073,pʰɛˊn̚.lək̚,2
17074,pʰaˊr.ɖ͡ʐ̊ək̚,2
17075,pʰaˊr.ɖ͡ʐ̊ĩŋ,2
17076,pʰaˊr.wə,2
17077,pʰaˊr.mə,2
17078,pʰaˊr.ɖ̥o,2
17079,pʰaˊr.d͡z̥uk̚,2
17080,pʰaˊr.d̥o,2
17081,pʰaˊr.d͡z̥ə,2
17082,pʰaˊr.g̊o,2
17083,pʰaˊr.nø̃n̚,2
17084,pʰaˊr.ɖ͡ʐ̊ãŋ,2
17085,pʰiˊː.b̥ə,2
17086,pʰiˊr.wə,2
17087,pʰuˊr.ɖ̥u,2
17088,pʰuˊr.ɖ̥ɔk̚,2
17089,pʰuˊr.ny,2
17090,pʰuˊr.ɖ͡ʐ̊ɛ,2
17091,pʰuˊr.ɲɛ,2
17092,pʰuˊr.ɖ̥o,2
17093,pʰuˊr.d̥ø,2
17094,pʰuˊr.b̥ur,2
17095,pʰuˊr.sup̚,2
17096,pʰuˊr.ɟ̊ø,2
17097,pʰyˊl.ɖ͡ʐ̊ɛ̃n̚,2
17098,pʰyˊl.mɛ,2
17099,pʰyˊl.jø,2
17100,pʰyˊl.ɟ̊ək̚,2
17101,pʰyˊl.d̥ɛ̃n̚,2
17102,pʰyˊl.d̥ɛk̚,2
17103,pʰyˊl.ɖ͡ʐ̊ɛ,2
17104,pʰɛˊn.d̥ɔr,2
17105,pʰɛˊn̚.d̥ək̚,2
17106,pʰeˊ.u,2
17107,pʰɛˊr.d͡z̥əm,2
17108,pʰɛˊl.d̥ũŋ,2
17109,pʰɛˊl.d̥ɔk̚,2
17110,pʰɛˊl.wə,2
17111,pʰɛˊl.ɖ͡ʐ̊ɛ,2
17112,pʰɛˊl.ɖ̥i,2
17113,pʰɛˊl.ɖ̥ip̚,2
17114,pʰɛˊl.ɟ̊ɛ,2
17115,pʰɛˊl.ɕɛ,2
17116,pʰoˊ.ɖ͡ʐ̊ũŋ,2
17117,pʰoˊ.ɲyl,2
17118,pʰoˊ.ɟ̊ur,2
17119,pʰoˊ.lɛ̃n̚,2
17120,pʰõˊŋ.rə,2
17121,pʰõˊŋ.ɟ̊uk̚,2
17122,pʰõˊŋ.d͡z̥ɛl,2
17123,pʰõˊŋ.ɖ͡ʐ̊ɛ,2
17124,pʰõˊŋ.ɖ̥ɛl,2
17125,pʰõˊŋ.d͡z̥ø,2
17126,pʰõˊŋ.g̊up̚,2
17127,pʰõˊŋ.d̥yl,2
17128,pʰõˊŋ.ɖ͡ʐ̊ək̚,2
17129,pʰõˊŋ.d̥ɛk̚,2
17130,ʈ͡ʂʰaˊ.lẽŋ,2
17131,ʈ͡ʂʰaˊ.lɛ,2
17132,ʈ͡ʂʰaˊ.mø,2
17133,ʈ͡ʂʰãˊŋ.d̥ək̚,2
17134,ʈ͡ʂʰãˊŋ.mo,2
17135,ʈ͡ʂʰãˊŋ.səm,2
17136,ʈ͡ʂʰãˊŋ.d̥o,2
17137,ʈ͡ʂʰaˊr,1
17138,ʈ͡ʂʰaˊr.d̥ər,2
17139,ʈ͡ʂʰaˊr.ɖ͡ʐ̊ər,2
17140,ʈ͡ʂʰuˊr.b̥o,2
17141,ʈ͡ʂʰeˊ.wo,2
17142,ʈ͡ʂʰoˊ.g̊u,2
17143,ʈ͡ʂʰoˊ.səm,2
17144,ʈ͡ʂʰoˊ.d̥ĩŋ,2
17145,ʈ͡ʂʰõˊŋ.ɟ̊ɛ,2
17146,ʈ͡ʂʰøˊm.b̥ə,2
17147,ʈ͡ʂʰøˊn̚.mə,2
17148,ʈ͡ʂʰɔˊr.g̊ə,2
17149,ʈ͡ʂʰɔˊr.ɖ̥ø,2
17150,ʈ͡ʂʰɔˊr.sɛm,2
17151,ʈʰaˊ.d̥o,2
17152,ʈʰaˊ.d͡z̥ĩŋ,2
17153,ʈʰaˊ.ɕək̚,2
17154,ʈʰãˊŋ,1
17155,ʈʰãˊŋ.g̊ək̚,2
17156,ʈʰãˊŋ.ləm,2
17157,ʈʰãˊŋ.g̊uk̚,2
17158,ʈʰãˊŋ.g̊o,2
17159,ʈʰɛˊ.d͡z̥əm,2
17160,ʈʰɛˊ.sə,2
17161,ʈʰɛˊ.g̊ɛ,2
17162,ʈʰɛˊl.sɛl,2
17163,ʈʰɛˊl.d̥ø̃n̚,2
17164,ʈʰɛˊl.b̥uk̚,2
17165,ʈʰɛˊl.d̥e,2
17166,ʈʰɛˊl.sĩŋ,2
17167,ʈʰɛˊl.mə,2
17168,ʈʰɛˊl.ɲur,2
17169,ʈʰɛˊl.jỹn̚,2
17170,ʈʰɛˊl.ɟ̊ək̚,2
17171,ʈʰiˊ.d̥ək̚,2
17172,ʈʰiˊ.d͡z̥i,2
17173,ʈʰiˊ.nø̃n̚,2
17174,ʈʰiˊn̚.ɟ̊ɛr,2
17175,ʈʰiˊɲ.ɟ̊ɛl,2
17176,ʈʰuˊ.d̥ɔk̚,2
17177,ʈʰuˊk̚.ʈ͡ʂɛ,2
17178,ʈʰyˊl.g̊õŋ,2
17179,ʈʰyˊl.g̊ãŋ,2
17180,ʈʰyˊl.ɕɛ̃n̚,2
17181,ʈʰyˊl.ɖ͡ʐ̊ə,2
17182,ʈʰyˊl.ɖ͡ʐ̊ɛ,2
17183,ʈʰyˊl.d̥ɛl,2
17184,ʈʰyˊl.d̥ur,2
17185,ʈʰyˊl.g̊ə,2
17186,ʈʰyˊː.lø̃n̚,2
17187,ʈʰyˊl.mə,2
17188,ʈʰyˊl.d̥ə,2
17189,ʈʰyˊl.g̊ɔr,2
17190,ʈʰyˊl.mø,2
17191,ʈʰyˊl.d̥ɔp̚,2
17192,ʈʰɛˊ.g̊o,2
17193,ʈʰɛˊ.ɖ͡ʐ̊ø,2
17194,ʈʰɛˊ.d̥ɛ̃n̚,2
17195,ʈʰɛˊ.d̥ũŋ,2
17196,ʈʰɛˊ.ɕũŋ,2
17197,ʈʰɛˊ.sɛr,2
17198,ʈʰɛˊ.lĩŋ,2
17199,ʈʰɛˊ.ɲɛl,2
17200,ʈʰɛˊ.d̥ik̚,2
17201,ʈʰɛˊ.ləm,2
17202,ʈʰɛˊ.ɖ͡ʐ̊əm,2
17203,ʈʰɛˊ.ɕĩŋ,2
17204,ʈʰɛˊ.ɕøl,2
17205,ʈʰɛˊ.g̊y,2
17206,ʈʰoˊ.ɖ͡ʐ̊ɛ̃n̚,2
17207,ʈʰoˊ.ɖ͡ʐ̊ə,2
17208,ʈʰoˊ.lək̚,2
17209,ʈʰoˊ.mə,2
17210,ʈʰoˊ.g̊ø,2
17211,ʈʰɔˊ.ʈ͡ʂɛ,2
17212,ʈʰɔˊɣ.mə,2
17213,ʈʰøˊ.ɕi,2
17214,ʈʰøˊ.b̥o,2
17215,ʈʰøˊ.ɕɛ,2
17216,ʈʰøˊ.d̥ɛ̃n̚,2
17217,ʈʰøˊ.d͡z̥ĩn̚,2
17218,ʈʰøˊ.ləm,2
17219,ʈʰøˊ.ɖ͡ʐ̊ɔr,2
17220,ʈʰøˊ.d̥əm,2
17221,ʈʰøˊ.d̥ø̃n̚,2
17222,ʈʰøˊ.møl,2
17223,ʈʰøˊ.d͡z̥ər,2
17224,ʈʰøˊ.ly,2
17225,baˋ.ʈ͡ʂɛ,2
17226,baˋk̚.pə,2
17227,baˋk̚.po,2
17228,baˋk̚.so.wə,3
17229,baˋː.g̊o,2
17230,baˋɣ.mo,2
17231,baˋ.ʈ͡ʂəm,2
17232,baˋk̚.puk̚,2
17233,baˋː.g̊u,2
17234,baˋː.g̊ø,2
17235,baˋ.lək̚,2
17236,bãˋŋ.wə,2
17237,bãˋŋ,1
17238,bãˋŋ.mi,2
17239,bãˋŋ.mo,2
17240,bãˋŋ.g̊ɔr,2
17241,bãˋŋ.rik̚,2
17242,bɛˋ.b̥ə,2
17243,bɛˋ.d͡z̥ø̃n̚,2
17244,bɛˋ.b̥ɛ,2
17245,bɛˋ.d͡z̥ɔm,2
17246,bɛˋ.d͡z̥øl,2
17247,bəˋp̚.kə,2
17248,bəˋp̚.kũŋ,2
17249,bəˋp̚.kõŋ,2
17250,bəˋp.ɕi,2
17251,bəˋp̚.ʈ͡ʂu,2
17252,bəˋp̚.tɛp̚,2
17253,bəˋː.b̥ə,2
17254,bəˋp̚.ʈ͡ʂɔk̚,2
17255,bəˋp̚.t͡suk̚,2
17256,bəˋp̚.jõŋ,2
17257,bəˋp.tɛ̃n̚,2
17258,bəˋp.sə,2
17259,bəˋp̚.ko,2
17260,bəˋp.tɛk̚,2
17261,bəˋp̚.ɲuk̚,2
17262,baˋm.nɛ,2
17263,baˋm.b̥o,2
17264,baˋm.d͡z̥õŋ,2
17265,baˋ,1
17266,baˋ.g̊uk̚,2
17267,baˋ.g̊ɛ̃n̚,2
17268,baˋ.ɖ͡ʐ̊ə,2
17269,baˋ.ɖ͡ʐ̊i,2
17270,baˋ.d̥ãŋ,2
17271,baˋ.ŋyl,2
17272,baˋ.g̊ɛl,2
17273,baˋ.jik̚,2
17274,baˋ.g̊ỹn̚,2
17275,baˋ.ɟ̊uk̚,2
17276,baˋ.lũŋ,2
17277,baˋ.ɕə,2
17278,baˋ.sɛl,2
17279,baˋ.g̊ɛ,2
17280,baˋ.ɖ̥ə,2
17281,baˋr.g̊əm,2
17282,baˋr.d̥ək̚,2
17283,baˋr.d̥ɔr,2
17284,baˋr.ɕək̚,2
17285,baˋr.g̊ɛ,2
17286,baˋr.wə,2
17287,baˋr.wə.d̥ɛ̃n̚,3
17288,baˋr.ɖ͡ʐ̊ɛ,2
17289,baˋr.d̥ɛl,2
17290,baˋr.me,2
17291,baˋr.d͡z̥ək̚,2
17292,baˋr.b̥ər,2
17293,baˋr.b̥ur,2
17294,baˋr.d͡z̥ɛ,2
17295,baˋr.ɕə,2
17296,bɛˋl.ɖ̥o,2
17297,bɛˋl.wə,2
17298,bɛˋl.b̥øl,2
17299,bɛˋː.le.wə,3
17300,biˋ.b̥i,2
17301,biˋk̚,1
17302,biˋk̚.pə,2
17303,biˋ.ʈ͡ʂɛ,2
17304,biˋː.b̥ə,2
17305,buˋ.ɖ̥u,2
17306,buˋ.g̊ər,2
17307,buˋ.mər,2
17308,buˋ.ɖ̥ə.mo,3
17309,buˋ.b̥ɛl,2
17310,buˋ.ɖ͡ʐ̊ãŋ.b̥ə,3
17311,buˋ.rɛ,2
17312,buˋ.rɛ.lə,3
17313,buˋ.si,2
17314,buˋ.su.hãŋ,3
17315,buˋ.ɟ̊ɔk̚,2
17316,buˋ.ɟ̊ø̃n̚,2
17317,buˋ.d̥ɔm,2
17318,buˋ.muk̚,2
17319,buˋ.sĩn̚,2
17320,buˋk̚,1
17321,buˋk̚.pə,2
17322,bũˋŋ.wə,2
17323,bũˋŋ.d̥o,2
17324,bũˋŋ,1
17325,bũˋŋ.b̥ə,2
17326,byˋ.ɖ̥i,2
17327,byˋ.d̥ũŋ,2
17328,byˋ.b̥ə,2
17329,byˋ.ɕĩŋ,2
17330,bỹˋn̚,1
17331,byˋn̚.d͡z̥õŋ,2
17332,byˋn̚.d͡z̥i,2
17333,byˋɲ.ɟ̊ɛ,2
17334,buˋp̚.mɛ.b̥ə,3
17335,buˋː.b̥ə,2
17336,buˋm.d̥ɛr,2
17337,buˋm.b̥ə,2
17338,buˋm.sur,2
17339,buˋm.ɖ̥ɛl,2
17340,buˋm.ɖ̥ĩŋ.wə,3
17341,buˋm.ɟ̊ɛ.b̥ə,3
17342,buˋr.g̊ə,2
17343,buˋr.g̊õŋ,2
17344,buˋr.ɟ̊õŋ,2
17345,buˋr.ɕõŋ,2
17346,buˋr.d̥ø,2
17347,buˋr.wə,2
17348,buˋr.g̊ø,2
17349,buˋr.mə,2
17350,buˋr.d͡z̥ək̚,2
17351,buˋr.d͡z̥uk̚,2
17352,buˋr.ɖ͡ʐ̊ɔm,2
17353,buˋr.d̥øm.b̥ə,3
17354,buˋr.b̥ur,2
17355,buˋr.d͡z̥ãŋ,2
17356,buˋː.ri,2
17357,buˋr.d̥ũŋ,2
17358,buˋr.d͡z̥e.lə,3
17359,buˋr.lɛ̃n̚,2
17360,buˋr.ɕɛl,2
17361,buˋr.ɕɔk̚,2
17362,byˋl.d̥ɔr,2
17363,byˋl.ɖ͡ʐ̊ɛ,2
17364,byˋl.d̥o,2
17365,byˋl.d̥ɛp̚,2
17366,byˋl.wə,2
17367,byˋl.d͡z̥ø̃n̚,2
17368,byˋl.jik̚,2
17369,byˋl.ɟ̊ə,2
17370,byˋl.d̥ɛ̃n̚,2
17371,byˋl.d͡z̥ɛ,2
17372,byˋl.d͡z̥õŋ,2
17373,byˋː.lɛ̃n̚,2
17374,byˋl.ɟ̊ɛ,2
17375,byˋl.d̥y.b̥ə,3
17376,beˋ.lɔk̚,2
17377,bɛ̃ˋn̚,1
17378,bɛˋn.d̥ə.lə,3
17379,bɛˋn̚.mik̚,2
17380,bɛˋn̚.rə,2
17381,bɛˋn̚.sə,2
17382,bɛˋp̚,1
17383,bɛˋː.b̥ə,2
17384,bɛˋp.ɕɛ,2
17385,bɛˋp̚.t͡sø̃n̚,2
17386,bɛˋp.tɛ̃n̚,2
17387,bɛˋm,1
17388,bɛˋr.wə,2
17389,bɛˋl.d̥əm,2
17390,bɛˋl.g̊ø̃n̚,2
17391,bɛˋl.b̥o,2
17392,bɛˋl.ɖ͡ʐ̊i,2
17393,boˋ,1
17394,boˋ.g̊ə.wə,3
17395,boˋ.wə,2
17396,boˋ.ɖ̥e,2
17397,boˋ.ɖ̥e.lə,3
17398,boˋ.lo,2
17399,bɔˋk̚,1
17400,bɔˋ.ʈ͡ʂɛ̃n̚,2
17401,bɔˋk̚.to,2
17402,bɔˋ.to,2
17403,bɔˋk̚.pə,2
17404,bɔˋk̚.ʈ͡ʂøl,2
17405,bɔˋg̊.rɛ,2
17406,bɔˋg̊.rə,2
17407,bɔˋk̚.ʈ͡ʂək̚,2
17408,bɔˋk̚.ʈil,2
17409,bɔˋk̚.tik̚,2
17410,bɔˋ.ʈ͡ʂɔk̚,2
17411,bõˋŋ.wə,2
17412,bõˋŋ.b̥ə,2
17413,bøˋ,1
17414,bøˋ.b̥ə,2
17415,bøˋ.d̥ə,2
17416,bøˋ.g̊ɛ,2
17417,bøˋ.g̊yl,2
17418,bøˋ.ɖ̥ə,2
17419,bøˋ.ɖ̥ɔk̚,2
17420,bɔˋr,1
17421,bɔˋr.wə,2
17422,bɔˋr.d͡z̥ɛ,2
17423,bɔˋr.ɕɔp̚,2
