,b̥,ø,iː,s,d̥,ɕ,m,tʰ,ã,ĩ,uː,ɟ̊,ũː,p,r,ɔː,yː,ə,j,ʈ,ɲ,ɖ,a,ŋ,l̥ʰ,ɣ,n̚,aː,c,i,d͡z̥,ẽː,g,ʈʰ,t͡sʰ,d͡z,õ,ũ,ẽ,ʈ͡ʂ,w,ɖ͡ʐ,ĩː,n,kʰ,u,ỹ,cʰ,pʰ,b,h,ɛ̃,ɔ,ãː,k,t,ʈ͡ʂʰ,y,l,ʂ,ɛ,øː,əː,ɟ,ɖ̥,g̊,ø̃,t͡s,k̚,d,õː,e,p̚,o,ɛː,ɖ͡ʐ̊,ʔ,0
t͡s,0.14864864864864866,0.44594594594594594,0.4189189189189189,0.02702702702702703,0.05405405405405406,0.13513513513513514,0.21621621621621623,0.08108108108108109,0.40540540540540543,0.4189189189189189,0.47297297297297297,0.1891891891891892,0.5,0.14864864864864866,0.17567567567567569,0.47297297297297297,0.47297297297297297,0.3918918918918919,0.3108108108108108,0.08108108108108109,0.25675675675675674,0.10810810810810811,0.3783783783783784,0.24324324324324326,0.17567567567567569,0.20270270270270271,0.12162162162162163,0.40540540540540543,0.1891891891891892,0.3918918918918919,0.02702702702702703,0.44594594594594594,0.20270270270270271,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.47297297297297297,0.47297297297297297,0.4189189189189189,0.02702702702702703,0.36486486486486486,0.05405405405405406,0.44594594594594594,0.12162162162162163,0.20270270270270271,0.44594594594594594,0.47297297297297297,0.21621621621621623,0.17567567567567569,0.17567567567567569,0.14864864864864866,0.4189189189189189,0.44594594594594594,0.43243243243243246,0.17567567567567569,0.05405405405405406,0.05405405405405406,0.44594594594594594,0.17567567567567569,0.05405405405405406,0.3918918918918919,0.47297297297297297,0.4189189189189189,0.21621621621621623,0.08108108108108109,0.17567567567567569,0.44594594594594594,0.0,0.14864864864864866,0.08108108108108109,0.5,0.3918918918918919,0.13513513513513514,0.44594594594594594,0.4189189189189189,0.05405405405405406,0.12162162162162163,0.12908322810920214
k̚,0.12162162162162163,0.22972972972972974,0.20270270270270271,0.15540540540540543,0.1283783783783784,0.1283783783783784,0.16891891891891891,0.14189189189189189,0.20945945945945946,0.20270270270270271,0.22972972972972974,0.10135135135135136,0.24324324324324326,0.12162162162162163,0.20270270270270271,0.24324324324324326,0.22972972972972974,0.1891891891891892,0.14864864864864866,0.1283783783783784,0.14864864864864866,0.14189189189189189,0.19594594594594594,0.10135135135135136,0.20270270270270271,0.0945945945945946,0.12162162162162163,0.20945945945945946,0.10135135135135136,0.1891891891891892,0.15540540540540543,0.22972972972972974,0.06756756756756757,0.14189189189189189,0.15540540540540543,0.15540540540540543,0.24324324324324326,0.22972972972972974,0.21621621621621623,0.14189189189189189,0.17567567567567569,0.15540540540540543,0.21621621621621623,0.17567567567567569,0.06756756756756757,0.21621621621621623,0.22972972972972974,0.11486486486486487,0.13513513513513514,0.13513513513513514,0.14864864864864866,0.21621621621621623,0.22972972972972974,0.22297297297297297,0.05405405405405406,0.1283783783783784,0.15540540540540543,0.21621621621621623,0.20270270270270271,0.15540540540540543,0.20270270270270271,0.24324324324324326,0.20270270270270271,0.11486486486486487,0.1283783783783784,0.05405405405405406,0.22972972972972974,0.14189189189189189,0.0,0.14189189189189189,0.2567567567567568,0.20270270270270271,0.06756756756756757,0.22972972972972974,0.21621621621621623,0.15540540540540543,0.10810810810810811,0.12908322810920214
d,0.14864864864864866,0.4189189189189189,0.3918918918918919,0.10810810810810811,0.02702702702702703,0.21621621621621623,0.1891891891891892,0.05405405405405406,0.3783783783783784,0.3918918918918919,0.44594594594594594,0.16216216216216217,0.47297297297297297,0.14864864864864866,0.12162162162162163,0.44594594594594594,0.44594594594594594,0.36486486486486486,0.28378378378378377,0.05405405405405406,0.20270270270270271,0.02702702702702703,0.35135135135135137,0.21621621621621623,0.17567567567567569,0.20270270270270271,0.0945945945945946,0.3783783783783784,0.16216216216216217,0.36486486486486486,0.05405405405405406,0.4189189189189189,0.14864864864864866,0.08108108108108109,0.10810810810810811,0.05405405405405406,0.44594594594594594,0.44594594594594594,0.3918918918918919,0.10810810810810811,0.33783783783783783,0.08108108108108109,0.4189189189189189,0.06756756756756757,0.20270270270270271,0.4189189189189189,0.44594594594594594,0.1891891891891892,0.17567567567567569,0.12162162162162163,0.20270270270270271,0.3918918918918919,0.4189189189189189,0.40540540540540543,0.17567567567567569,0.02702702702702703,0.13513513513513514,0.4189189189189189,0.12162162162162163,0.13513513513513514,0.36486486486486486,0.44594594594594594,0.3918918918918919,0.13513513513513514,0.05405405405405406,0.17567567567567569,0.4189189189189189,0.08108108108108109,0.14864864864864866,0.0,0.47297297297297297,0.36486486486486486,0.13513513513513514,0.4189189189189189,0.3918918918918919,0.08108108108108109,0.12162162162162163,0.12908322810920214
õː,0.40540540540540543,0.10810810810810811,0.16216216216216217,0.47297297297297297,0.5,0.47297297297297297,0.3108108108108108,0.527027027027027,0.14864864864864866,0.16216216216216217,0.05405405405405406,0.5,0.02702702702702703,0.40540540540540543,0.40540540540540543,0.05405405405405406,0.10810810810810811,0.16216216216216217,0.2702702702702703,0.5,0.40540540540540543,0.47297297297297297,0.17567567567567569,0.3108108108108108,0.4594594594594595,0.35135135135135137,0.43243243243243246,0.14864864864864866,0.5,0.1891891891891892,0.47297297297297297,0.10810810810810811,0.3783783783783784,0.527027027027027,0.527027027027027,0.47297297297297297,0.02702702702702703,0.05405405405405406,0.13513513513513514,0.5,0.16216216216216217,0.47297297297297297,0.13513513513513514,0.40540540540540543,0.43243243243243246,0.08108108108108109,0.10810810810810811,0.527027027027027,0.43243243243243246,0.3783783783783784,0.40540540540540543,0.16216216216216217,0.08108108108108109,0.12162162162162163,0.40540540540540543,0.5,0.527027027027027,0.13513513513513514,0.40540540540540543,0.47297297297297297,0.1891891891891892,0.08108108108108109,0.13513513513513514,0.47297297297297297,0.5,0.40540540540540543,0.10810810810810811,0.5,0.43243243243243246,0.47297297297297297,0.0,0.16216216216216217,0.43243243243243246,0.05405405405405406,0.16216216216216217,0.47297297297297297,0.4594594594594595,0.12908322810920214
e,0.3783783783783784,0.05405405405405406,0.05405405405405406,0.36486486486486486,0.3918918918918919,0.3108108108108108,0.33783783783783783,0.4189189189189189,0.0945945945945946,0.05405405405405406,0.16216216216216217,0.33783783783783783,0.1891891891891892,0.3783783783783784,0.2972972972972973,0.16216216216216217,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.3918918918918919,0.2972972972972973,0.36486486486486486,0.06756756756756757,0.25675675675675674,0.35135135135135137,0.24324324324324326,0.35135135135135137,0.0945945945945946,0.33783783783783783,0.02702702702702703,0.36486486486486486,0.05405405405405406,0.2702702702702703,0.4189189189189189,0.4189189189189189,0.36486486486486486,0.13513513513513514,0.16216216216216217,0.02702702702702703,0.3918918918918919,0.21621621621621623,0.36486486486486486,0.08108108108108109,0.35135135135135137,0.32432432432432434,0.13513513513513514,0.10810810810810811,0.36486486486486486,0.40540540540540543,0.35135135135135137,0.2972972972972973,0.05405405405405406,0.13513513513513514,0.12162162162162163,0.2972972972972973,0.3918918918918919,0.4189189189189189,0.08108108108108109,0.2972972972972973,0.36486486486486486,0.02702702702702703,0.08108108108108109,0.08108108108108109,0.3108108108108108,0.3918918918918919,0.2972972972972973,0.05405405405405406,0.3918918918918919,0.32432432432432434,0.36486486486486486,0.16216216216216217,0.0,0.3648648648648649,0.10810810810810811,0.05405405405405406,0.36486486486486486,0.35135135135135137,0.12908322810920214
p̚,0.04054054054054054,0.21621621621621623,0.24324324324324326,0.1283783783783784,0.10135135135135136,0.16891891891891891,0.08783783783783784,0.11486486486486487,0.23648648648648649,0.24324324324324326,0.22972972972972974,0.14189189189189189,0.24324324324324326,0.04054054054054054,0.17567567567567569,0.22972972972972974,0.22972972972972974,0.22972972972972974,0.1891891891891892,0.10135135135135136,0.1891891891891892,0.11486486486486487,0.22297297297297297,0.15540540540540543,0.17567567567567569,0.14864864864864866,0.10810810810810811,0.23648648648648649,0.14189189189189189,0.22972972972972974,0.1283783783783784,0.2567567567567568,0.12162162162162163,0.11486486486486487,0.1283783783783784,0.1283783783783784,0.22972972972972974,0.22972972972972974,0.24324324324324326,0.11486486486486487,0.17567567567567569,0.1283783783783784,0.2567567567567568,0.14864864864864866,0.12162162162162163,0.21621621621621623,0.22972972972972974,0.15540540540540543,0.05405405405405406,0.05405405405405406,0.12162162162162163,0.24324324324324326,0.21621621621621623,0.25,0.10810810810810811,0.10135135135135136,0.1283783783783784,0.21621621621621623,0.17567567567567569,0.1283783783783784,0.22972972972972974,0.22972972972972974,0.24324324324324326,0.15540540540540543,0.10135135135135136,0.10810810810810811,0.21621621621621623,0.11486486486486487,0.06756756756756757,0.11486486486486487,0.24324324324324326,0.22972972972972974,0.0,0.21621621621621623,0.24324324324324326,0.1283783783783784,0.08108108108108109,0.12908322810920214
o,0.35135135135135137,0.05405405405405406,0.16216216216216217,0.4189189189189189,0.44594594594594594,0.4189189189189189,0.3108108108108108,0.47297297297297297,0.14864864864864866,0.16216216216216217,0.05405405405405406,0.44594594594594594,0.08108108108108109,0.35135135135135137,0.35135135135135137,0.05405405405405406,0.10810810810810811,0.10810810810810811,0.21621621621621623,0.44594594594594594,0.40540540540540543,0.4189189189189189,0.12162162162162163,0.3108108108108108,0.40540540540540543,0.2972972972972973,0.40540540540540543,0.14864864864864866,0.44594594594594594,0.13513513513513514,0.4189189189189189,0.16216216216216217,0.32432432432432434,0.47297297297297297,0.47297297297297297,0.4189189189189189,0.02702702702702703,0.05405405405405406,0.13513513513513514,0.44594594594594594,0.10810810810810811,0.4189189189189189,0.1891891891891892,0.40540540540540543,0.3783783783783784,0.02702702702702703,0.10810810810810811,0.47297297297297297,0.3783783783783784,0.32432432432432434,0.35135135135135137,0.16216216216216217,0.02702702702702703,0.17567567567567569,0.35135135135135137,0.44594594594594594,0.47297297297297297,0.08108108108108109,0.35135135135135137,0.4189189189189189,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.4189189189189189,0.44594594594594594,0.35135135135135137,0.05405405405405406,0.44594594594594594,0.3783783783783784,0.4189189189189189,0.05405405405405406,0.10810810810810811,0.3783783783783784,0.0,0.16216216216216217,0.4189189189189189,0.40540540540540543,0.12908322810920214
ɛː,0.40540540540540543,0.10810810810810811,0.05405405405405406,0.3918918918918919,0.4189189189189189,0.33783783783783783,0.36486486486486486,0.44594594594594594,0.12162162162162163,0.10810810810810811,0.16216216216216217,0.36486486486486486,0.1891891891891892,0.40540540540540543,0.32432432432432434,0.10810810810810811,0.10810810810810811,0.05405405405405406,0.16216216216216217,0.4189189189189189,0.32432432432432434,0.3918918918918919,0.0945945945945946,0.28378378378378377,0.3783783783783784,0.2702702702702703,0.3783783783783784,0.06756756756756757,0.36486486486486486,0.08108108108108109,0.3918918918918919,0.05405405405405406,0.2972972972972973,0.44594594594594594,0.44594594594594594,0.3918918918918919,0.1891891891891892,0.21621621621621623,0.08108108108108109,0.4189189189189189,0.2702702702702703,0.3918918918918919,0.08108108108108109,0.3783783783783784,0.35135135135135137,0.1891891891891892,0.16216216216216217,0.3918918918918919,0.43243243243243246,0.3783783783783784,0.32432432432432434,0.05405405405405406,0.13513513513513514,0.0945945945945946,0.32432432432432434,0.4189189189189189,0.44594594594594594,0.13513513513513514,0.32432432432432434,0.3918918918918919,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.33783783783783783,0.4189189189189189,0.32432432432432434,0.10810810810810811,0.4189189189189189,0.35135135135135137,0.3918918918918919,0.16216216216216217,0.05405405405405406,0.3918918918918919,0.16216216216216217,0.0,0.3918918918918919,0.3783783783783784,0.12908322810920214
ɖ͡ʐ̊,0.17567567567567569,0.4189189189189189,0.3918918918918919,0.08108108108108109,0.10810810810810811,0.1891891891891892,0.1891891891891892,0.13513513513513514,0.3783783783783784,0.3918918918918919,0.44594594594594594,0.1891891891891892,0.47297297297297297,0.17567567567567569,0.17567567567567569,0.44594594594594594,0.44594594594594594,0.36486486486486486,0.28378378378378377,0.08108108108108109,0.20270270270270271,0.05405405405405406,0.35135135135135137,0.21621621621621623,0.22972972972972974,0.17567567567567569,0.13513513513513514,0.3783783783783784,0.1891891891891892,0.36486486486486486,0.02702702702702703,0.4189189189189189,0.17567567567567569,0.10810810810810811,0.08108108108108109,0.02702702702702703,0.44594594594594594,0.44594594594594594,0.3918918918918919,0.02702702702702703,0.33783783783783783,0.0,0.4189189189189189,0.12162162162162163,0.22972972972972974,0.4189189189189189,0.44594594594594594,0.21621621621621623,0.20270270270270271,0.14864864864864866,0.17567567567567569,0.3918918918918919,0.4189189189189189,0.40540540540540543,0.20270270270270271,0.10810810810810811,0.05405405405405406,0.4189189189189189,0.17567567567567569,0.05405405405405406,0.36486486486486486,0.44594594594594594,0.3918918918918919,0.16216216216216217,0.08108108108108109,0.20270270270270271,0.4189189189189189,0.05405405405405406,0.17567567567567569,0.08108108108108109,0.47297297297297297,0.36486486486486486,0.16216216216216217,0.4189189189189189,0.3918918918918919,0.0,0.14864864864864866,0.12908322810920214
ʔ,0.08108108108108109,0.40540540540540543,0.3783783783783784,0.14864864864864866,0.0945945945945946,0.22972972972972974,0.17567567567567569,0.12162162162162163,0.36486486486486486,0.3783783783783784,0.43243243243243246,0.17567567567567569,0.4594594594594595,0.08108108108108109,0.24324324324324326,0.43243243243243246,0.43243243243243246,0.35135135135135137,0.2702702702702703,0.0945945945945946,0.2702702702702703,0.12162162162162163,0.33783783783783783,0.20270270270270271,0.24324324324324326,0.1891891891891892,0.0945945945945946,0.36486486486486486,0.17567567567567569,0.35135135135135137,0.14864864864864866,0.40540540540540543,0.13513513513513514,0.12162162162162163,0.14864864864864866,0.14864864864864866,0.43243243243243246,0.43243243243243246,0.3783783783783784,0.12162162162162163,0.32432432432432434,0.14864864864864866,0.40540540540540543,0.1891891891891892,0.13513513513513514,0.40540540540540543,0.43243243243243246,0.20270270270270271,0.10810810810810811,0.10810810810810811,0.13513513513513514,0.3783783783783784,0.40540540540540543,0.3918918918918919,0.10810810810810811,0.0945945945945946,0.14864864864864866,0.40540540540540543,0.24324324324324326,0.14864864864864866,0.35135135135135137,0.43243243243243246,0.3783783783783784,0.20270270270270271,0.0945945945945946,0.10810810810810811,0.40540540540540543,0.12162162162162163,0.05405405405405406,0.12162162162162163,0.4594594594594595,0.35135135135135137,0.04054054054054054,0.40540540540540543,0.3783783783783784,0.14864864864864866,0.0,0.12908322810920214
0,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.12908322810920214,0.0
