,b̥,ø,iː,s,d̥,ɕ,m,tʰ,ã,ĩ,uː,ɟ̊,ũː,p,r,ɔː,yː,ə,j,ʈ,ɲ,ɖ,a,ŋ,l̥ʰ,ɣ,n̚,aː,c,i,d͡z̥,ẽː,g,ʈʰ,t͡sʰ,d͡z,õ,ũ,ẽ,ʈ͡ʂ,w,ɖ͡ʐ,ĩː,n,kʰ,u,ỹ,cʰ,pʰ,b,h,ɛ̃,ɔ,ãː,k,t,ʈ͡ʂʰ,y,l,ʂ,ɛ,øː,əː,ɟ,ɖ̥,g̊,ø̃,t͡s,k̚,d,õː,e,p̚,o,ɛː,ɖ͡ʐ̊,ʔ,0
uː,0.3783783783783784,0.10810810810810811,0.10810810810810811,0.44594594594594594,0.47297297297297297,0.4189189189189189,0.33783783783783783,0.5,0.20270270270270271,0.16216216216216217,0.0,0.44594594594594594,0.02702702702702703,0.3783783783783784,0.3783783783783784,0.05405405405405406,0.05405405405405406,0.16216216216216217,0.21621621621621623,0.47297297297297297,0.40540540540540543,0.44594594594594594,0.17567567567567569,0.3108108108108108,0.43243243243243246,0.2972972972972973,0.43243243243243246,0.14864864864864866,0.44594594594594594,0.13513513513513514,0.44594594594594594,0.16216216216216217,0.32432432432432434,0.5,0.5,0.44594594594594594,0.08108108108108109,0.05405405405405406,0.1891891891891892,0.47297297297297297,0.10810810810810811,0.44594594594594594,0.13513513513513514,0.43243243243243246,0.3783783783783784,0.02702702702702703,0.10810810810810811,0.47297297297297297,0.40540540540540543,0.35135135135135137,0.3783783783783784,0.21621621621621623,0.08108108108108109,0.17567567567567569,0.35135135135135137,0.47297297297297297,0.5,0.08108108108108109,0.3783783783783784,0.44594594594594594,0.1891891891891892,0.08108108108108109,0.13513513513513514,0.4189189189189189,0.47297297297297297,0.35135135135135137,0.10810810810810811,0.47297297297297297,0.3918918918918919,0.44594594594594594,0.05405405405405406,0.16216216216216217,0.40540540540540543,0.05405405405405406,0.16216216216216217,0.44594594594594594,0.43243243243243246,0.12908322810920214
ɟ̊,0.20270270270270271,0.3918918918918919,0.33783783783783783,0.21621621621621623,0.13513513513513514,0.10810810810810811,0.2972972972972973,0.16216216216216217,0.40540540540540543,0.33783783783783783,0.44594594594594594,0.0,0.47297297297297297,0.20270270270270271,0.28378378378378377,0.47297297297297297,0.3918918918918919,0.36486486486486486,0.22972972972972974,0.10810810810810811,0.0945945945945946,0.13513513513513514,0.3783783783783784,0.1891891891891892,0.28378378378378377,0.17567567567567569,0.20270270270270271,0.40540540540540543,0.0,0.3108108108108108,0.21621621621621623,0.3918918918918919,0.12162162162162163,0.13513513513513514,0.21621621621621623,0.21621621621621623,0.47297297297297297,0.44594594594594594,0.36486486486486486,0.16216216216216217,0.33783783783783783,0.1891891891891892,0.36486486486486486,0.22972972972972974,0.12162162162162163,0.4189189189189189,0.3918918918918919,0.02702702702702703,0.22972972972972974,0.22972972972972974,0.25675675675675674,0.36486486486486486,0.44594594594594594,0.43243243243243246,0.0945945945945946,0.13513513513513514,0.1891891891891892,0.36486486486486486,0.28378378378378377,0.1891891891891892,0.33783783783783783,0.4189189189189189,0.3918918918918919,0.02702702702702703,0.10810810810810811,0.0945945945945946,0.3918918918918919,0.1891891891891892,0.13513513513513514,0.16216216216216217,0.5,0.33783783783783783,0.1891891891891892,0.44594594594594594,0.36486486486486486,0.1891891891891892,0.17567567567567569,0.12908322810920214
ũː,0.40540540540540543,0.13513513513513514,0.13513513513513514,0.47297297297297297,0.5,0.44594594594594594,0.3108108108108108,0.527027027027027,0.17567567567567569,0.13513513513513514,0.02702702702702703,0.47297297297297297,0.0,0.40540540540540543,0.40540540540540543,0.08108108108108109,0.08108108108108109,0.1891891891891892,0.24324324324324326,0.5,0.3783783783783784,0.47297297297297297,0.20270270270270271,0.28378378378378377,0.4594594594594595,0.32432432432432434,0.43243243243243246,0.17567567567567569,0.47297297297297297,0.16216216216216217,0.47297297297297297,0.13513513513513514,0.35135135135135137,0.527027027027027,0.527027027027027,0.47297297297297297,0.05405405405405406,0.02702702702702703,0.16216216216216217,0.5,0.13513513513513514,0.47297297297297297,0.10810810810810811,0.40540540540540543,0.40540540540540543,0.05405405405405406,0.08108108108108109,0.5,0.43243243243243246,0.3783783783783784,0.40540540540540543,0.1891891891891892,0.10810810810810811,0.14864864864864866,0.3783783783783784,0.5,0.527027027027027,0.10810810810810811,0.40540540540540543,0.47297297297297297,0.21621621621621623,0.10810810810810811,0.16216216216216217,0.44594594594594594,0.5,0.3783783783783784,0.13513513513513514,0.5,0.41891891891891897,0.47297297297297297,0.02702702702702703,0.1891891891891892,0.43243243243243246,0.08108108108108109,0.1891891891891892,0.47297297297297297,0.4594594594594595,0.12908322810920214
p,0.0,0.35135135135135137,0.40540540540540543,0.17567567567567569,0.12162162162162163,0.25675675675675674,0.0945945945945946,0.14864864864864866,0.3918918918918919,0.40540540540540543,0.3783783783783784,0.20270270270270271,0.40540540540540543,0.0,0.2702702702702703,0.3783783783783784,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.12162162162162163,0.2972972972972973,0.14864864864864866,0.36486486486486486,0.22972972972972974,0.2702702702702703,0.21621621621621623,0.14864864864864866,0.3918918918918919,0.20270270270270271,0.3783783783783784,0.17567567567567569,0.43243243243243246,0.16216216216216217,0.14864864864864866,0.17567567567567569,0.17567567567567569,0.3783783783783784,0.3783783783783784,0.40540540540540543,0.14864864864864866,0.2702702702702703,0.17567567567567569,0.43243243243243246,0.21621621621621623,0.16216216216216217,0.35135135135135137,0.3783783783783784,0.22972972972972974,0.02702702702702703,0.02702702702702703,0.16216216216216217,0.40540540540540543,0.35135135135135137,0.4189189189189189,0.13513513513513514,0.12162162162162163,0.17567567567567569,0.35135135135135137,0.2702702702702703,0.17567567567567569,0.3783783783783784,0.3783783783783784,0.40540540540540543,0.22972972972972974,0.12162162162162163,0.13513513513513514,0.35135135135135137,0.14864864864864866,0.10810810810810811,0.14864864864864866,0.40540540540540543,0.3783783783783784,0.04054054054054054,0.35135135135135137,0.40540540540540543,0.17567567567567569,0.08108108108108109,0.12908322810920214
r,0.2702702702702703,0.35135135135135137,0.32432432432432434,0.14864864864864866,0.14864864864864866,0.25675675675675674,0.22972972972972974,0.17567567567567569,0.3108108108108108,0.32432432432432434,0.3783783783783784,0.28378378378378377,0.40540540540540543,0.2702702702702703,0.0,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.21621621621621623,0.17567567567567569,0.24324324324324326,0.14864864864864866,0.28378378378378377,0.25675675675675674,0.10810810810810811,0.24324324324324326,0.17567567567567569,0.3108108108108108,0.28378378378378377,0.2972972972972973,0.14864864864864866,0.35135135135135137,0.2702702702702703,0.20270270270270271,0.20270270270270271,0.14864864864864866,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.20270270270270271,0.2702702702702703,0.17567567567567569,0.35135135135135137,0.10810810810810811,0.32432432432432434,0.35135135135135137,0.3783783783783784,0.3108108108108108,0.2972972972972973,0.24324324324324326,0.24324324324324326,0.32432432432432434,0.35135135135135137,0.33783783783783783,0.2972972972972973,0.14864864864864866,0.22972972972972974,0.35135135135135137,0.05405405405405406,0.17567567567567569,0.2972972972972973,0.3783783783783784,0.32432432432432434,0.25675675675675674,0.17567567567567569,0.2972972972972973,0.35135135135135137,0.17567567567567569,0.2702702702702703,0.12162162162162163,0.40540540540540543,0.2972972972972973,0.2567567567567568,0.35135135135135137,0.32432432432432434,0.17567567567567569,0.24324324324324326,0.12908322810920214
ɔː,0.3783783783783784,0.10810810810810811,0.16216216216216217,0.44594594594594594,0.47297297297297297,0.44594594594594594,0.33783783783783783,0.5,0.17567567567567569,0.21621621621621623,0.05405405405405406,0.47297297297297297,0.08108108108108109,0.3783783783783784,0.3783783783783784,0.0,0.10810810810810811,0.10810810810810811,0.2702702702702703,0.47297297297297297,0.43243243243243246,0.44594594594594594,0.14864864864864866,0.33783783783783783,0.43243243243243246,0.32432432432432434,0.43243243243243246,0.12162162162162163,0.47297297297297297,0.1891891891891892,0.44594594594594594,0.16216216216216217,0.35135135135135137,0.5,0.5,0.44594594594594594,0.08108108108108109,0.10810810810810811,0.1891891891891892,0.47297297297297297,0.16216216216216217,0.44594594594594594,0.1891891891891892,0.43243243243243246,0.40540540540540543,0.08108108108108109,0.16216216216216217,0.5,0.40540540540540543,0.35135135135135137,0.3783783783783784,0.16216216216216217,0.02702702702702703,0.14864864864864866,0.3783783783783784,0.47297297297297297,0.5,0.13513513513513514,0.3783783783783784,0.44594594594594594,0.13513513513513514,0.08108108108108109,0.08108108108108109,0.44594594594594594,0.47297297297297297,0.3783783783783784,0.10810810810810811,0.47297297297297297,0.40540540540540543,0.44594594594594594,0.05405405405405406,0.16216216216216217,0.40540540540540543,0.05405405405405406,0.10810810810810811,0.44594594594594594,0.43243243243243246,0.12908322810920214
yː,0.3783783783783784,0.05405405405405406,0.05405405405405406,0.44594594594594594,0.47297297297297297,0.36486486486486486,0.33783783783783783,0.5,0.20270270270270271,0.10810810810810811,0.05405405405405406,0.3918918918918919,0.08108108108108109,0.3783783783783784,0.3783783783783784,0.10810810810810811,0.0,0.16216216216216217,0.16216216216216217,0.47297297297297297,0.35135135135135137,0.44594594594594594,0.17567567567567569,0.3108108108108108,0.43243243243243246,0.2972972972972973,0.43243243243243246,0.14864864864864866,0.3918918918918919,0.08108108108108109,0.44594594594594594,0.10810810810810811,0.32432432432432434,0.5,0.5,0.44594594594594594,0.13513513513513514,0.10810810810810811,0.13513513513513514,0.47297297297297297,0.16216216216216217,0.44594594594594594,0.08108108108108109,0.43243243243243246,0.3783783783783784,0.08108108108108109,0.05405405405405406,0.4189189189189189,0.40540540540540543,0.35135135135135137,0.3783783783783784,0.16216216216216217,0.13513513513513514,0.17567567567567569,0.35135135135135137,0.47297297297297297,0.5,0.02702702702702703,0.3783783783783784,0.44594594594594594,0.13513513513513514,0.02702702702702703,0.13513513513513514,0.36486486486486486,0.47297297297297297,0.35135135135135137,0.05405405405405406,0.47297297297297297,0.3918918918918919,0.44594594594594594,0.10810810810810811,0.10810810810810811,0.40540540540540543,0.10810810810810811,0.10810810810810811,0.44594594594594594,0.43243243243243246,0.12908322810920214
ə,0.3783783783783784,0.10810810810810811,0.10810810810810811,0.36486486486486486,0.3918918918918919,0.33783783783783783,0.33783783783783783,0.4189189189189189,0.06756756756756757,0.10810810810810811,0.16216216216216217,0.36486486486486486,0.1891891891891892,0.3783783783783784,0.2972972972972973,0.10810810810810811,0.16216216216216217,0.0,0.16216216216216217,0.3918918918918919,0.32432432432432434,0.36486486486486486,0.04054054054054054,0.22972972972972974,0.35135135135135137,0.21621621621621623,0.35135135135135137,0.06756756756756757,0.36486486486486486,0.08108108108108109,0.36486486486486486,0.10810810810810811,0.24324324324324326,0.4189189189189189,0.4189189189189189,0.36486486486486486,0.13513513513513514,0.16216216216216217,0.08108108108108109,0.3918918918918919,0.21621621621621623,0.36486486486486486,0.13513513513513514,0.35135135135135137,0.2972972972972973,0.13513513513513514,0.16216216216216217,0.3918918918918919,0.40540540540540543,0.35135135135135137,0.2972972972972973,0.05405405405405406,0.08108108108108109,0.0945945945945946,0.2702702702702703,0.3918918918918919,0.4189189189189189,0.13513513513513514,0.2972972972972973,0.36486486486486486,0.02702702702702703,0.13513513513513514,0.02702702702702703,0.33783783783783783,0.3918918918918919,0.2702702702702703,0.10810810810810811,0.3918918918918919,0.31081081081081086,0.36486486486486486,0.16216216216216217,0.05405405405405406,0.3648648648648649,0.10810810810810811,0.05405405405405406,0.36486486486486486,0.35135135135135137,0.12908322810920214
j,0.2972972972972973,0.16216216216216217,0.10810810810810811,0.28378378378378377,0.3108108108108108,0.20270270270270271,0.25675675675675674,0.33783783783783783,0.20270270270270271,0.10810810810810811,0.21621621621621623,0.22972972972972974,0.24324324324324326,0.2972972972972973,0.21621621621621623,0.2702702702702703,0.16216216216216217,0.16216216216216217,0.0,0.3108108108108108,0.1891891891891892,0.28378378378378377,0.17567567567567569,0.14864864864864866,0.2702702702702703,0.13513513513513514,0.2702702702702703,0.20270270270270271,0.22972972972972974,0.08108108108108109,0.28378378378378377,0.16216216216216217,0.16216216216216217,0.33783783783783783,0.33783783783783783,0.28378378378378377,0.24324324324324326,0.21621621621621623,0.13513513513513514,0.3108108108108108,0.10810810810810811,0.28378378378378377,0.13513513513513514,0.2702702702702703,0.21621621621621623,0.1891891891891892,0.16216216216216217,0.25675675675675674,0.32432432432432434,0.2702702702702703,0.21621621621621623,0.16216216216216217,0.24324324324324326,0.22972972972972974,0.1891891891891892,0.3108108108108108,0.33783783783783783,0.13513513513513514,0.21621621621621623,0.28378378378378377,0.13513513513513514,0.1891891891891892,0.1891891891891892,0.20270270270270271,0.3108108108108108,0.1891891891891892,0.16216216216216217,0.3108108108108108,0.22972972972972974,0.28378378378378377,0.2702702702702703,0.10810810810810811,0.28378378378378377,0.21621621621621623,0.16216216216216217,0.28378378378378377,0.2702702702702703,0.12908322810920214
ʈ,0.12162162162162163,0.44594594594594594,0.4189189189189189,0.10810810810810811,0.02702702702702703,0.21621621621621623,0.21621621621621623,0.05405405405405406,0.40540540540540543,0.4189189189189189,0.47297297297297297,0.10810810810810811,0.5,0.12162162162162163,0.17567567567567569,0.47297297297297297,0.47297297297297297,0.3918918918918919,0.3108108108108108,0.0,0.20270270270270271,0.02702702702702703,0.3783783783783784,0.24324324324324326,0.17567567567567569,0.22972972972972974,0.10810810810810811,0.40540540540540543,0.10810810810810811,0.3918918918918919,0.10810810810810811,0.44594594594594594,0.17567567567567569,0.02702702702702703,0.10810810810810811,0.10810810810810811,0.47297297297297297,0.47297297297297297,0.4189189189189189,0.05405405405405406,0.36486486486486486,0.08108108108108109,0.44594594594594594,0.12162162162162163,0.17567567567567569,0.44594594594594594,0.47297297297297297,0.13513513513513514,0.14864864864864866,0.14864864864864866,0.17567567567567569,0.4189189189189189,0.44594594594594594,0.43243243243243246,0.14864864864864866,0.02702702702702703,0.08108108108108109,0.44594594594594594,0.17567567567567569,0.08108108108108109,0.3918918918918919,0.47297297297297297,0.4189189189189189,0.13513513513513514,0.0,0.14864864864864866,0.44594594594594594,0.08108108108108109,0.12162162162162163,0.05405405405405406,0.5,0.3918918918918919,0.10810810810810811,0.44594594594594594,0.4189189189189189,0.08108108108108109,0.0945945945945946,0.12908322810920214
ɲ,0.2972972972972973,0.35135135135135137,0.2972972972972973,0.28378378378378377,0.22972972972972974,0.17567567567567569,0.20270270270270271,0.25675675675675674,0.3108108108108108,0.24324324324324326,0.40540540540540543,0.0945945945945946,0.3783783783783784,0.2972972972972973,0.24324324324324326,0.43243243243243246,0.35135135135135137,0.32432432432432434,0.1891891891891892,0.20270270270270271,0.0,0.17567567567567569,0.33783783783783783,0.0945945945945946,0.2972972972972973,0.1891891891891892,0.20270270270270271,0.36486486486486486,0.0945945945945946,0.2702702702702703,0.22972972972972974,0.2972972972972973,0.16216216216216217,0.22972972972972974,0.28378378378378377,0.22972972972972974,0.3783783783783784,0.35135135135135137,0.2702702702702703,0.22972972972972974,0.2972972972972973,0.20270270270270271,0.2702702702702703,0.13513513513513514,0.21621621621621623,0.3783783783783784,0.2972972972972973,0.12162162162162163,0.32432432432432434,0.2702702702702703,0.32432432432432434,0.2702702702702703,0.40540540540540543,0.33783783783783783,0.1891891891891892,0.22972972972972974,0.25675675675675674,0.32432432432432434,0.24324324324324326,0.25675675675675674,0.2972972972972973,0.3783783783783784,0.35135135135135137,0.06756756756756757,0.20270270270270271,0.1891891891891892,0.35135135135135137,0.25675675675675674,0.22972972972972974,0.20270270270270271,0.40540540540540543,0.2972972972972973,0.28378378378378377,0.40540540540540543,0.32432432432432434,0.20270270270270271,0.2702702702702703,0.12908322810920214
ɖ,0.14864864864864866,0.4189189189189189,0.3918918918918919,0.13513513513513514,0.05405405405405406,0.24324324324324326,0.1891891891891892,0.08108108108108109,0.3783783783783784,0.3918918918918919,0.44594594594594594,0.13513513513513514,0.47297297297297297,0.14864864864864866,0.14864864864864866,0.44594594594594594,0.44594594594594594,0.36486486486486486,0.28378378378378377,0.02702702702702703,0.17567567567567569,0.0,0.35135135135135137,0.21621621621621623,0.20270270270270271,0.20270270270270271,0.10810810810810811,0.3783783783783784,0.13513513513513514,0.36486486486486486,0.08108108108108109,0.4189189189189189,0.14864864864864866,0.05405405405405406,0.13513513513513514,0.08108108108108109,0.44594594594594594,0.44594594594594594,0.3918918918918919,0.08108108108108109,0.33783783783783783,0.05405405405405406,0.4189189189189189,0.0945945945945946,0.20270270270270271,0.4189189189189189,0.44594594594594594,0.16216216216216217,0.17567567567567569,0.12162162162162163,0.20270270270270271,0.3918918918918919,0.4189189189189189,0.40540540540540543,0.17567567567567569,0.05405405405405406,0.10810810810810811,0.4189189189189189,0.14864864864864866,0.10810810810810811,0.36486486486486486,0.44594594594594594,0.3918918918918919,0.10810810810810811,0.02702702702702703,0.17567567567567569,0.4189189189189189,0.10810810810810811,0.14864864864864866,0.02702702702702703,0.47297297297297297,0.36486486486486486,0.13513513513513514,0.4189189189189189,0.3918918918918919,0.05405405405405406,0.12162162162162163,0.12908322810920214
a,0.36486486486486486,0.12162162162162163,0.12162162162162163,0.35135135135135137,0.3783783783783784,0.35135135135135137,0.32432432432432434,0.40540540540540543,0.02702702702702703,0.12162162162162163,0.17567567567567569,0.3783783783783784,0.20270270270270271,0.36486486486486486,0.28378378378378377,0.14864864864864866,0.17567567567567569,0.04054054054054054,0.17567567567567569,0.3783783783783784,0.33783783783783783,0.35135135135135137,0.0,0.24324324324324326,0.33783783783783783,0.22972972972972974,0.33783783783783783,0.02702702702702703,0.3783783783783784,0.0945945945945946,0.35135135135135137,0.12162162162162163,0.25675675675675674,0.40540540540540543,0.40540540540540543,0.35135135135135137,0.14864864864864866,0.17567567567567569,0.0945945945945946,0.3783783783783784,0.22972972972972974,0.35135135135135137,0.14864864864864866,0.33783783783783783,0.3108108108108108,0.14864864864864866,0.17567567567567569,0.40540540540540543,0.3918918918918919,0.33783783783783783,0.28378378378378377,0.0945945945945946,0.12162162162162163,0.05405405405405406,0.28378378378378377,0.3783783783783784,0.40540540540540543,0.14864864864864866,0.28378378378378377,0.35135135135135137,0.06756756756756757,0.14864864864864866,0.06756756756756757,0.35135135135135137,0.3783783783783784,0.28378378378378377,0.12162162162162163,0.3783783783783784,0.3108108108108108,0.35135135135135137,0.17567567567567569,0.06756756756756757,0.3513513513513513,0.12162162162162163,0.0945945945945946,0.35135135135135137,0.33783783783783783,0.12908322810920214
ŋ,0.22972972972972974,0.3108108108108108,0.25675675675675674,0.2702702702702703,0.24324324324324326,0.21621621621621623,0.13513513513513514,0.2702702702702703,0.21621621621621623,0.20270270270270271,0.3108108108108108,0.1891891891891892,0.28378378378378377,0.22972972972972974,0.25675675675675674,0.33783783783783783,0.3108108108108108,0.22972972972972974,0.14864864864864866,0.24324324324324326,0.0945945945945946,0.21621621621621623,0.24324324324324326,0.0,0.3108108108108108,0.0945945945945946,0.17567567567567569,0.2702702702702703,0.1891891891891892,0.22972972972972974,0.21621621621621623,0.25675675675675674,0.06756756756756757,0.2702702702702703,0.2702702702702703,0.21621621621621623,0.28378378378378377,0.25675675675675674,0.22972972972972974,0.24324324324324326,0.20270270270270271,0.21621621621621623,0.22972972972972974,0.14864864864864866,0.12162162162162163,0.28378378378378377,0.25675675675675674,0.21621621621621623,0.25675675675675674,0.20270270270270271,0.25675675675675674,0.22972972972972974,0.3108108108108108,0.24324324324324326,0.0945945945945946,0.24324324324324326,0.2702702702702703,0.28378378378378377,0.25675675675675674,0.2702702702702703,0.25675675675675674,0.33783783783783783,0.25675675675675674,0.16216216216216217,0.24324324324324326,0.0945945945945946,0.3108108108108108,0.24324324324324326,0.14864864864864866,0.21621621621621623,0.3108108108108108,0.25675675675675674,0.21621621621621623,0.3108108108108108,0.28378378378378377,0.21621621621621623,0.20270270270270271,0.12908322810920214
l̥ʰ,0.2702702702702703,0.40540540540540543,0.3783783783783784,0.14864864864864866,0.14864864864864866,0.25675675675675674,0.28378378378378377,0.12162162162162163,0.36486486486486486,0.3783783783783784,0.43243243243243246,0.28378378378378377,0.4594594594594595,0.2702702702702703,0.10810810810810811,0.43243243243243246,0.43243243243243246,0.35135135135135137,0.2702702702702703,0.17567567567567569,0.2972972972972973,0.20270270270270271,0.33783783783783783,0.3108108108108108,0.0,0.2972972972972973,0.20270270270270271,0.36486486486486486,0.28378378378378377,0.35135135135135137,0.20270270270270271,0.40540540540540543,0.32432432432432434,0.14864864864864866,0.14864864864864866,0.20270270270270271,0.43243243243243246,0.43243243243243246,0.3783783783783784,0.20270270270270271,0.32432432432432434,0.22972972972972974,0.40540540540540543,0.16216216216216217,0.2702702702702703,0.40540540540540543,0.43243243243243246,0.25675675675675674,0.24324324324324326,0.2972972972972973,0.1891891891891892,0.3783783783783784,0.40540540540540543,0.3918918918918919,0.2972972972972973,0.14864864864864866,0.17567567567567569,0.40540540540540543,0.05405405405405406,0.17567567567567569,0.35135135135135137,0.43243243243243246,0.3783783783783784,0.3108108108108108,0.17567567567567569,0.2972972972972973,0.40540540540540543,0.17567567567567569,0.2702702702702703,0.17567567567567569,0.4594594594594595,0.35135135135135137,0.2567567567567568,0.40540540540540543,0.3783783783783784,0.22972972972972974,0.24324324324324326,0.12908322810920214
ɣ,0.21621621621621623,0.2972972972972973,0.24324324324324326,0.17567567567567569,0.22972972972972974,0.12162162162162163,0.22972972972972974,0.25675675675675674,0.25675675675675674,0.24324324324324326,0.2972972972972973,0.17567567567567569,0.32432432432432434,0.21621621621621623,0.24324324324324326,0.32432432432432434,0.2972972972972973,0.21621621621621623,0.13513513513513514,0.22972972972972974,0.1891891891891892,0.20270270270270271,0.22972972972972974,0.0945945945945946,0.2972972972972973,0.0,0.21621621621621623,0.25675675675675674,0.17567567567567569,0.21621621621621623,0.17567567567567569,0.2972972972972973,0.05405405405405406,0.25675675675675674,0.22972972972972974,0.17567567567567569,0.32432432432432434,0.2972972972972973,0.2702702702702703,0.20270270270270271,0.1891891891891892,0.17567567567567569,0.2702702702702703,0.24324324324324326,0.10810810810810811,0.2702702702702703,0.2972972972972973,0.20270270270270271,0.24324324324324326,0.1891891891891892,0.16216216216216217,0.2702702702702703,0.2972972972972973,0.28378378378378377,0.08108108108108109,0.22972972972972974,0.22972972972972974,0.2702702702702703,0.24324324324324326,0.17567567567567569,0.24324324324324326,0.32432432432432434,0.24324324324324326,0.14864864864864866,0.22972972972972974,0.08108108108108109,0.2972972972972973,0.20270270270270271,0.13513513513513514,0.20270270270270271,0.35135135135135137,0.24324324324324326,0.20270270270270271,0.2972972972972973,0.2702702702702703,0.17567567567567569,0.1891891891891892,0.12908322810920214
n̚,0.20270270270270271,0.2972972972972973,0.28378378378378377,0.16891891891891891,0.14189189189189189,0.22297297297297297,0.15540540540540543,0.15540540540540543,0.25,0.2567567567567568,0.31081081081081086,0.20945945945945948,0.2972972972972973,0.20270270270270271,0.14864864864864866,0.31081081081081086,0.31081081081081086,0.2702702702702703,0.22972972972972974,0.15540540540540543,0.16216216216216217,0.14189189189189189,0.2635135135135135,0.16891891891891891,0.17567567567567569,0.21621621621621623,0.0,0.27702702702702703,0.20945945945945948,0.2702702702702703,0.14189189189189189,0.2702702702702703,0.20270270270270271,0.16891891891891891,0.16891891891891891,0.14189189189189189,0.28378378378378377,0.28378378378378377,0.2567567567567568,0.16891891891891891,0.2567567567567568,0.15540540540540543,0.2702702702702703,0.0945945945945946,0.22972972972972974,0.2972972972972973,0.28378378378378377,0.22297297297297297,0.21621621621621623,0.1891891891891892,0.21621621621621623,0.2567567567567568,0.2972972972972973,0.2635135135135135,0.21621621621621623,0.14189189189189189,0.18243243243243246,0.2972972972972973,0.14864864864864866,0.18243243243243246,0.2702702702702703,0.31081081081081086,0.28378378378378377,0.19594594594594594,0.15540540540540543,0.21621621621621623,0.2972972972972973,0.15540540540540543,0.12162162162162163,0.1283783783783784,0.2972972972972973,0.2702702702702703,0.10810810810810811,0.2972972972972973,0.28378378378378377,0.15540540540540543,0.1891891891891892,0.12908322810920214
aː,0.3918918918918919,0.14864864864864866,0.0945945945945946,0.3783783783783784,0.40540540540540543,0.3783783783783784,0.35135135135135137,0.43243243243243246,0.05405405405405406,0.14864864864864866,0.14864864864864866,0.40540540540540543,0.17567567567567569,0.3918918918918919,0.3108108108108108,0.12162162162162163,0.14864864864864866,0.06756756756756757,0.20270270270270271,0.40540540540540543,0.36486486486486486,0.3783783783783784,0.02702702702702703,0.2702702702702703,0.36486486486486486,0.25675675675675674,0.36486486486486486,0.0,0.40540540540540543,0.12162162162162163,0.3783783783783784,0.0945945945945946,0.28378378378378377,0.43243243243243246,0.43243243243243246,0.3783783783783784,0.17567567567567569,0.20270270270270271,0.12162162162162163,0.40540540540540543,0.25675675675675674,0.3783783783783784,0.12162162162162163,0.36486486486486486,0.33783783783783783,0.17567567567567569,0.20270270270270271,0.43243243243243246,0.4189189189189189,0.36486486486486486,0.3108108108108108,0.12162162162162163,0.14864864864864866,0.02702702702702703,0.3108108108108108,0.40540540540540543,0.43243243243243246,0.17567567567567569,0.3108108108108108,0.3783783783783784,0.0945945945945946,0.12162162162162163,0.04054054054054054,0.3783783783783784,0.40540540540540543,0.3108108108108108,0.14864864864864866,0.40540540540540543,0.33783783783783783,0.3783783783783784,0.14864864864864866,0.0945945945945946,0.3783783783783784,0.14864864864864866,0.06756756756756757,0.3783783783783784,0.36486486486486486,0.12908322810920214
c,0.20270270270270271,0.3918918918918919,0.33783783783783783,0.21621621621621623,0.13513513513513514,0.10810810810810811,0.2972972972972973,0.16216216216216217,0.40540540540540543,0.33783783783783783,0.44594594594594594,0.0,0.47297297297297297,0.20270270270270271,0.28378378378378377,0.47297297297297297,0.3918918918918919,0.36486486486486486,0.22972972972972974,0.10810810810810811,0.0945945945945946,0.13513513513513514,0.3783783783783784,0.1891891891891892,0.28378378378378377,0.17567567567567569,0.20270270270270271,0.40540540540540543,0.0,0.3108108108108108,0.21621621621621623,0.3918918918918919,0.12162162162162163,0.13513513513513514,0.21621621621621623,0.21621621621621623,0.47297297297297297,0.44594594594594594,0.36486486486486486,0.16216216216216217,0.33783783783783783,0.1891891891891892,0.36486486486486486,0.22972972972972974,0.12162162162162163,0.4189189189189189,0.3918918918918919,0.02702702702702703,0.22972972972972974,0.22972972972972974,0.25675675675675674,0.36486486486486486,0.44594594594594594,0.43243243243243246,0.0945945945945946,0.13513513513513514,0.1891891891891892,0.36486486486486486,0.28378378378378377,0.1891891891891892,0.33783783783783783,0.4189189189189189,0.3918918918918919,0.02702702702702703,0.10810810810810811,0.0945945945945946,0.3918918918918919,0.1891891891891892,0.13513513513513514,0.16216216216216217,0.5,0.33783783783783783,0.1891891891891892,0.44594594594594594,0.36486486486486486,0.1891891891891892,0.17567567567567569,0.12908322810920214
